sno,claim,url,claim_entered,sourced_bills,bills_found,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
58,"""Sen. (Richard) Burr voted no on the Violence Against Women Act.""",https://www.politifact.com/factchecks/2016/oct/18/deborah-ross/nc-senate-race-democrat-deborah-ross-ad-against-go/,Richard Burr voted no on the Violence Against Women Act,"['106 HR 3244', '109 HR 3402', '113 S 47']","['113 S 47', '113 S 2578', '117 S 4132', '117 HR 3755', '113 S 1917', '115 HR 1865', '117 S 2747', '117 HR 8404', '115 HR 6', '116 HR 2333']","['113 S 47', '113 S 2578', '114 S 178', '113 S 1917', '115 HR 1865', '117 S 4132', '117 S 937', '114 S 2040', '113 S 815', '113 S 388']","['113 S 47', '114 S 178', '115 HR 1865', '114 S 2040', '117 S 937', '113 S 2578', '117 S 4132', '113 S 1917', '113 HR 3204', '113 S 1752']","['113 S 47', '113 S 2578', '117 S 4132', '113 S 1917', '117 HR 3755', '115 HR 1865', '114 S 178', '114 S 1890', '117 HR 350', '114 HR 22']","['113 S 47', '113 S 2578', '117 S 4132', '117 HR 3755', '113 S 1917', '115 HR 1865', '117 S 2747', '117 HR 8404', '115 HR 6', '116 HR 2333']","['113 S 47', '117 HR 3755', '113 S 1917', '117 S 4132', '114 S 178', '115 HR 1865', '113 S 2578', '115 S 2372', '117 S 937', '114 S 2040']","['113 S 47', '113 S 2578', '117 S 4132', '113 S 1917', '117 HR 3755', '117 S 937', '117 HR 350', '114 S 2040', '116 SRES 212', '117 SJRES 13']","['113 S 47', '117 S 4132', '113 S 2578', '117 HR 3755', '116 SRES 212', '115 HR 1865', '113 S 1917', '116 S 3275', '115 SJRES 57', '116 SRES 331']","['113 S 47', '117 HR 3755', '117 S 4132', '115 HR 1865', '114 S 178', '113 S 2578', '113 S 1917', '117 S 937', '114 S 2040', '114 S 295']","['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '115 HR 7390', '116 HR 1239', '110 HR 5927', '110 S 2279', '109 S 3693', '116 HRES 555']","['112 HR 4271', '112 HR 4982', '113 HR 11', '113 S 47', '112 S 2338', '112 S 1925', '112 HR 4970', '110 HR 5927', '110 S 2279', '111 HR 4594']","['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '110 HR 5927', '110 S 2279', '116 HR 1239', '109 S 3693', '115 HR 7390', '114 HRES 910']"
59,"""Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.""",https://www.politifact.com/factchecks/2016/oct/07/democratic-senatorial-campaign-committee/ad-claims-kelly-ayotte-voted-billion-dollar-tax-br/,Kelly Ayotte voted to give big oil more than $20 billion in tax breaks,['112 S 940'],"['113 S 2280', '113 HR 5771', '114 HR 6297', '114 S 3110', '114 S 1', '113 S 388', '114 S 2232', '113 S 2432', '114 HR 757', '114 S 534']","['114 HR 1314', '113 HR 5771', '114 HR 240', '113 HR 325', '113 S 954', '114 S 534', '113 S 2124', '113 HR 4152', '113 S 2578', '113 HR 5021']","['113 HR 5771', '114 HR 1314', '113 HR 5021', '113 S 954', '114 HR 240', '114 HR 2048', '113 HR 325', '113 S 744', '114 S 2232', '113 S 2280']","['113 S 388', '114 S 2232', '113 S 2280', '114 S 1', '114 HR 6297', '114 HR 4511', '114 HR 1191', '113 S 2578', '113 S 2262', '114 S 534']","['113 S 2280', '113 HR 5771', '114 HR 6297', '114 S 3110', '114 S 1', '113 S 388', '114 S 2232', '113 S 2432', '114 HR 757', '114 S 534']","['113 HR 5771', '113 S 2280', '114 S 1', '113 S 1963', '113 S 954', '113 S 2262', '114 S 2040', '114 HR 1314', '113 S 2199', '113 HR 325']","['113 S 25', '114 SJRES 23', '114 SJRES 39', '114 SJRES 31', '113 SRES 65', '113 HR 3979', '113 SJRES 26', '113 S 1926', '113 S 388', '114 SJRES 24']","['113 HR 152', '113 S 25', '114 S 1357', '114 SJRES 39', '113 SRES 65', '114 SJRES 24', '113 S 1926', '114 SJRES 23', '113 S 954', '114 SJRES 28']","['113 HR 5771', '113 S 2262', '113 S 2244', '114 S 3110', '114 S 524', '114 HR 26', '114 S 1', '113 HR 3370', '114 S 2012', '113 S 388']","['117 HR 7061', '117 HR 7061', '117 HR 7061', '117 HR 7061', '112 HR 1689', '109 S 2636', '113 HR 1426', '115 S 1710', '113 S 8', '116 S 5080']","['113 HR 1', '113 HR 4304', '112 HR 1870', '109 HR 4', '112 HR 501', '110 HR 7060', '113 HR 5771', '108 S 1050', '111 S 3663', '113 S 2260']","['117 HR 7061', '117 HR 7061', '117 HR 7061', '117 HR 7061', '113 HR 1426', '112 HR 1689', '115 S 1710', '109 S 2636', '113 S 8', '111 S 3305']"
60,"Says Rep. John Katko ""promised he wouldnât vote to defund Planned Parenthood and since heâs been in office heâs done that four times""",https://www.politifact.com/factchecks/2016/oct/05/colleen-deacon/katko-voted-against-planned-parenthood-funding-fou/,Rep. John Katko promised he wouldn vote to defund Planned Parenthood and since he been in office he done that four times,"['114 HR 3134', '114 HCONRES 79', '114 HR 3762', '114 HR 3762']","['114 HR 3134', '114 HRES 421', '115 HR 5891', '114 HR 5037', '114 HR 606', '117 HR 6878', '115 HRES 811', '117 HR 5129', '117 S 2089', '117 HR 5343']","['114 HR 3134', '114 HRES 421', '117 HR 1392', '114 HR 4855', '114 HR 5063', '115 HR 7', '114 HR 7', '115 HR 732', '117 HR 4686', '115 HRES 55']","['114 HR 3134', '114 HRES 421', '115 HRES 55', '114 HRES 42', '114 HR 5471', '117 HR 1392', '114 HR 7', '117 HR 8297', '114 HR 4855', '116 HRES 246']","['114 HR 3134', '114 HRES 421', '117 HR 1456', '117 HR 7693', '117 HR 8373', '114 HR 1737', '114 HR 2820', '115 HR 2866', '117 S 2089', '114 S 1170']","['114 HR 3134', '114 HRES 421', '115 HR 5891', '114 HR 5037', '114 HR 606', '117 HR 6878', '115 HRES 811', '117 HR 5129', '117 S 2089', '117 HR 5343']","['114 HR 3134', '115 HR 7', '114 HR 7', '114 HRES 421', '114 HR 4855', '116 HR 1585', '117 HR 1620', '114 HRES 42', '115 HRES 55', '115 HR 1865']","['114 HR 3134', '114 HRES 421', '115 HRES 811', '117 HRES 1499', '115 HRES 682', '115 HRES 694', '115 HRES 299', '114 HRES 875', '114 HRES 444', '114 HRES 744']","['114 HR 3134', '114 HRES 421', '114 HRES 744', '117 HRES 403', '116 HRES 758', '115 HRES 1077', '114 HRES 27', '116 HRES 105', '117 HRES 1033', '114 HRES 173']","['114 HR 3134', '114 HRES 421', '117 HRES 1499', '114 HRES 42', '115 HRES 55', '116 HR 7327', '117 S 796', '117 HRES 1232', '114 HRES 173', '117 HR 8876']","['114 HRES 737', '113 HRES 504', '111 SRES 183', '110 HRES 881', '117 HRES 605', '109 HRES 636', '116 SRES 604', '114 HR 3134', '114 HR 3134', '117 S 139']","['113 HR 4304', '108 S 1050', '113 HR 15', '113 S 696', '108 S 14', '113 S 744', '113 HR 4034', '109 HR 4', '112 HR 3630', '114 HR 2898']","['117 S 139', '113 HRES 504', '110 HRES 881', '117 HRES 605', '114 HRES 737', '111 SRES 183', '114 HR 3134', '114 HR 3134', '115 HR 4641', '117 HR 7154']"
61,"Says Rob Portman ""even voted to allow people on the terrorism watch list to buy guns.""",https://www.politifact.com/factchecks/2016/sep/29/ted-strickland/sen-rob-portman-voted-let-terrorists-buy-guns-nope/,Rob Portman even voted to allow people on the terrorism watch list to buy guns,['114 HR 5504'],"['114 S 1357', '115 S 2554', '113 S 2244', '114 HR 26', '114 S 2040', '115 HR 3364', '115 HR 1865', '116 S 1', '117 HR 350', '115 HR 2579']","['114 S 2040', '113 S 2244', '114 HR 26', '115 HR 1865', '114 HR 4038', '114 S 178', '114 HR 203', '114 HR 644', '116 S 151', '114 S 3100']","['114 S 2040', '115 HR 1865', '114 HR 203', '114 S 2146', '114 S 1890', '114 HR 26', '114 S 3100', '114 S 178', '113 S 2244', '114 HJRES 61']","['115 HR 1865', '114 S 2040', '114 HR 26', '113 S 2244', '115 S 2554', '117 S 3436', '116 SJRES 20', '114 S 1357', '114 S 1890', '117 SJRES 31']","['114 S 1357', '115 S 2554', '113 S 2244', '114 HR 26', '114 S 2040', '115 HR 3364', '115 HR 1865', '116 S 1', '117 HR 350', '115 HR 2579']","['114 S 2040', '117 HR 350', '114 HR 26', '113 S 2244', '114 HR 6297', '115 HR 1865', '114 S 3100', '114 HR 203', '113 S 540', '117 S 610']","['114 S 1357', '113 S 2244', '114 HR 26', '117 SJRES 37', '116 SJRES 78', '116 SJRES 77', '116 SJRES 20', '115 SJRES 65', '117 SJRES 35', '117 SJRES 46']","['114 S 1357', '117 SJRES 35', '116 SJRES 77', '116 SJRES 78', '115 S 84', '116 SJRES 68', '116 SRES 331', '116 SJRES 37', '116 SJRES 48', '115 S 89']","['114 S 2040', '113 S 2244', '114 HR 26', '114 S 1357', '115 S 2554', '117 HR 350', '115 HR 1865', '114 HR 203', '113 HR 3474', '114 HJRES 61']","['114 S 3332', '115 S 151', '116 S 1778', '113 HR 5488', '114 HR 48', '116 HR 2621', '117 HR 3056', '113 HR 868', '108 S 329', '112 HR 2423']","['108 S 1050', '113 HR 4304', '109 HR 4', '108 S 14', '112 HR 3630', '113 S 696', '113 HR 15', '114 HR 5394', '113 HR 4034', '112 S 1720']","['116 HR 2621', '114 HR 48', '113 HR 5488', '114 S 3332', '115 S 151', '116 S 1778', '117 HR 3056', '112 HR 2423', '114 S 3069', '117 HR 6412']"
62,"Says Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""",https://www.politifact.com/factchecks/2016/sep/29/democratic-congressional-campaign-committee/democrats-mislead-attack-carlos-curbelos-record-cl/,Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama's ability to fight pollution and combat climate change,"['114 HR 2028', '114 HR 348', '114 HRES 424', '114 SJRES 23', '114 SJRES 23']","['115 HR 1119', '115 HR 1430', '115 HRES 285', '114 HR 4470', '115 HR 3043', '115 HR 4375', '114 HRES 333', '114 HR 5055', '114 HR 5538', '115 HR 7328']","['114 HRES 742', '114 HRES 640', '115 HRES 762', '115 HRES 348', '114 HRES 583', '114 HRES 162', '114 HRES 539', '114 HRES 333', '114 HRES 767', '115 S 1023']","['114 HRES 742', '114 HRES 539', '114 HRES 767', '115 HRES 348', '114 HRES 583', '114 HRES 640', '115 HRES 451', '114 HRES 333', '114 HRES 162', '114 HCONRES 89']","['115 HR 1638', '114 HR 5461', '115 HR 7328', '115 HR 1911', '115 S 512', '115 HR 3043', '115 HR 2883', '114 HR 6393', '114 HR 5077', '115 HR 3180']","['115 HR 1119', '115 HR 1430', '115 HRES 285', '114 HR 4470', '115 HR 3043', '115 HR 4375', '114 HRES 333', '114 HR 5055', '114 HR 5538', '115 HR 7328']","['115 HR 1119', '114 HR 2576', '114 HR 3797', '115 HR 5273', '114 HCONRES 89', '115 HCONRES 119', '115 HR 3364', '114 HR 4408', '114 HR 1806', '115 HR 23']","['114 HRES 539', '114 SJRES 23', '114 SJRES 24', '115 HRES 285', '115 HRES 762', '114 HRES 635', '114 HCONRES 55', '114 SJRES 22', '114 HRES 583', '115 HRES 123']","['115 HRES 646', '115 HRES 705', '115 HRES 762', '114 HRES 539', '114 HRES 481', '114 HRES 767', '115 HRES 918', '114 HRES 542', '115 HRES 375', '115 HRES 872']","['114 HRES 539', '114 HRES 583', '114 HRES 333', '114 SJRES 24', '114 HRES 934', '114 HR 4408', '114 HR 23', '114 SJRES 23', '114 SJRES 22', '115 HR 5515']","['112 HR 6168', '117 HRES 755', '116 HR 7075', '111 HCONRES 98', '112 HCONRES 84', '111 SRES 499', '114 HCONRES 29', '114 HCONRES 29', '113 HRES 570', '113 HRES 570']","['113 HR 4304', '108 S 1050', '113 HR 4034', '108 S 14', '110 HR 3220', '110 HR 3221', '113 HR 15', '112 HR 4271', '109 HR 4', '112 HR 4982']","['112 HR 6168', '117 HRES 755', '116 HR 7075', '111 HRES 1514', '111 HCONRES 98', '116 HCONRES 15', '111 HR 5520', '111 SRES 499', '112 HCONRES 84', '118 HR 3302']"
63,"Says MarcoÂ Rubio ""voted to slash school funding by billions of dollars and would eliminate the Department of Education.""",https://www.politifact.com/factchecks/2016/sep/27/afscme-people/unions-attack-marco-rubios-education-record/,Marco Rubio voted to slash school funding by billions of dollars and would eliminate the Department of Education,['112 HR 1'],"['115 HR 3', '113 S 1238', '113 S 1003', '117 HR 1868', '113 S 649', '115 HR 3364', '117 HR 1652', '114 S 1177', '113 S 953', '117 S 610']","['115 HR 3', '116 S 109', '117 HR 5305', '114 S 1881', '117 HR 6119', '113 S 2432', '117 HR 6617', '114 S 764', '117 HR 7691', '115 HJRES 58']","['116 S 109', '114 S 1881', '117 HR 6617', '117 HR 6119', '115 HR 3', '117 HR 1868', '117 HR 5305', '113 S 953', '117 HR 7691', '117 SJRES 60']","['113 S 1238', '115 HR 3', '113 S 649', '113 S 1003', '117 HR 1868', '117 SJRES 60', '116 S 109', '115 HR 5515', '113 HR 1911', '114 S 1177']","['115 HR 3', '113 S 1238', '113 S 1003', '117 HR 1868', '113 S 649', '115 HR 3364', '117 HR 1652', '114 S 1177', '113 S 953', '117 S 610']","['116 S 109', '114 S 1881', '117 HR 6119', '117 HR 6617', '114 HR 1314', '116 S 1332', '113 SCONRES 8', '117 SJRES 60', '117 HR 1868', '113 S 16']","['113 S 1238', '117 HR 1868', '117 SJRES 60', '116 SJRES 56', '115 HJRES 57', '115 HR 3', '116 HJRES 76', '113 S 1003', '116 S 4653', '116 S 311']","['117 SJRES 60', '115 HJRES 57', '117 HR 1868', '116 SJRES 56', '113 S 1963', '116 HR 2740', '116 S 1332', '113 HR 152', '113 S 649', '114 SJRES 28']","['113 S 1238', '113 S 1003', '115 HR 3', '113 S 649', '113 HR 1911', '113 S 2432', '117 HR 6119', '116 S 109', '113 HR 5021', '117 HR 6617']","['117 SRES 306', '118 HR 1194', '111 HR 4611', '112 HR 3775', '113 HR 2963', '108 HR 2884', '109 HR 182', '114 S 1177', '108 HR 1692', '116 HR 865']","['108 S 1050', '113 HR 4304', '109 HR 4', '108 S 14', '113 HR 4366', '113 HR 15', '113 S 1094', '114 HR 5', '113 S 696', '114 HR 5394']","['117 SRES 306', '118 HR 1194', '111 HR 4611', '112 HR 3775', '113 HR 2963', '110 HR 4289', '114 S 1177', '117 HR 1867', '108 HR 2884', '109 HR 182']"
64,"Says Marco Rubio voted ""against every bill that would have helped keep our families safe. He even voted against a bipartisan measure, introduced by a Republican, to prevent people on the no-fly list from purchasing guns.""",https://www.politifact.com/factchecks/2016/sep/22/patrick-murphy/patrick-murphy-attacks-marco-rubio-votting-against/,Marco Rubio voted against every bill that would have helped keep our families safe,['114 HR 5504'],"['116 S 109', '116 S 3275', '113 S 16', '116 S 311', '116 S 3985', '113 S 388', '114 S 1881', '117 HR 3237', '114 HR 2028', '115 HR 3']","['116 S 4653', '117 S 610', '113 HR 4302', '116 S 109', '114 S 2146', '117 S 2938', '113 S 388', '116 S 3275', '113 S 16', '116 S 3985']","['117 S 610', '117 S 2938', '116 S 3985', '114 S 2146', '113 HR 4302', '116 S 109', '113 HR 3370', '113 S 649', '113 S 2685', '113 S 388']","['117 S 2938', '113 S 388', '116 S 3275', '114 S 1890', '113 S 1238', '116 HR 3877', '115 HR 1892', '117 S 610', '116 S 109', '117 S 2093']","['116 S 109', '116 S 3275', '113 S 16', '116 S 311', '116 S 3985', '113 S 388', '114 S 1881', '117 HR 3237', '114 HR 2028', '115 HR 3']","['117 S 2938', '113 S 649', '116 S 1', '114 S 3100', '114 HR 240', '114 HR 2146', '116 S 3985', '114 HR 2048', '114 HR 26', '114 S 2146']","['116 S 4653', '116 S 311', '117 SJRES 41', '117 SJRES 46', '116 SRES 333', '116 S 3275', '116 S 109', '116 SRES 332', '117 SJRES 32', '117 SJRES 15']","['116 S 4653', '116 S 3275', '116 SRES 336', '116 S 3985', '116 SRES 333', '116 S 109', '117 S 2938', '117 SJRES 41', '117 SJRES 46', '115 HR 1370']","['117 S 2938', '113 S 649', '113 S 388', '116 S 4653', '116 S 3275', '114 S 2146', '115 S 2311', '114 HR 36', '115 HR 6', '116 HR 748']","['117 SRES 306', '115 HR 6055', '115 HR 458', '112 S 3692', '111 HRES 892', '112 S 2', '112 HR 1932', '117 HR 1867', '118 S 213', '115 S 3699']","['113 S 696', '113 HR 4304', '112 HR 4271', '112 HR 4982', '114 HR 5394', '114 S 2902', '112 S 2338', '114 HR 2898', '115 S 3479', '112 S 1720']","['117 SRES 306', '115 HR 6055', '115 HR 458', '111 HRES 892', '112 S 2', '112 S 3692', '112 HR 1932', '116 HR 795', '118 S 213', '117 HR 1867']"
65,"Says ""Patrick Murphy is the only candidate to have voted against every measure to fund Zika.""",https://www.politifact.com/factchecks/2016/sep/14/marco-rubio/patrick-murphy-has-voted-against-every-zika-fundin/,Patrick Murphy is the only candidate to have voted against every measure to fund Zika,"['114 HR 5044', '114 HRES 751']",no_bill_found,no_bill_found,"['114 HR 5243', '114 HR 897', '114 HR 2577', '114 HR 2646', '114 HRES 736', '113 HR 357', '114 HR 5325', '114 HRES 876', '114 HR 2297', '113 HR 1211']","['114 HR 5243', '114 HR 897', '114 HR 2297', '114 HR 2577', '114 HR 5607', '114 HR 5325', '114 HR 5606', '114 HR 4855', '114 HR 3791', '113 HRES 178']","['114 HR 897', '114 HR 5243', '114 HR 2577', '114 HR 5325', '114 HR 3791', '114 HR 2297', '113 HRES 178', '114 HR 5606', '114 HR 2289', '114 HR 5607']","['114 HR 5243', '114 HR 2577', '114 HR 897', '114 HR 2297', '113 HR 7', '114 HR 7', '114 HR 5325', '113 HR 4411', '114 HR 26', '113 HR 4435']","['114 HR 5243', '114 HR 897', '114 HR 2577', '114 HR 5325', '113 HR 668', '113 HRES 178', '114 HRES 736', '114 HRES 767', '113 HRES 515', '114 HRES 315']",no_bill_found,no_bill_found,"['112 SRES 21', '108 HR 3032', '108 HR 3032', '114 HR 4400', '114 HR 4400', '116 SRES 605', '114 HR 5031', '114 HRES 815', '115 HJRES 141', '118 SRES 46']","['108 S 1050', '113 HR 4304', '109 HR 4', '113 S 696', '112 HR 3630', '113 HR 15', '108 S 14', '112 HR 4271', '112 HR 7', '113 S 744']","['112 SRES 21', '117 SRES 20', '116 SRES 605', '108 HR 3032', '108 HR 3032', '118 SRES 46', '114 HR 5031', '114 HR 4400', '114 HR 4400', '114 HR 6010']"
66,"Nevada Republican Senate nominee ""Joe Heck voted to criminalize abortion for rape victims.""",https://www.politifact.com/factchecks/2016/sep/13/planned-parenthood-votes/planned-parenthood-votes-says-joe-heck-voted-crimi/,Nevada Republican Senate nominee Joe Heck voted to criminalize abortion for rape victims,['112 HR 3803'],"['114 HR 3504', '113 S 47', '114 HR 246', '113 HR 5111', '113 HR 4225', '113 HR 7', '114 HR 7', '113 HRES 83', '114 HR 4742', '113 HR 3205']","['114 HR 3457', '114 HRES 42', '114 HR 7', '113 HR 7', '114 HR 5471', '114 HRES 421', '113 HR 3530', '114 S 178', '113 HRES 465', '114 S 2040']","['114 HR 5471', '114 HR 3457', '114 HR 3134', '114 S 2040', '113 HR 3530', '114 S 178', '114 HRES 421', '114 HRES 42', '114 HCONRES 75', '114 HR 7']","['113 S 47', '113 HR 4225', '113 HRES 83', '113 HR 3530', '114 HR 3504', '114 S 178', '113 HRES 617', '114 HR 246', '113 HR 5111', '114 HR 4676']","['114 HR 3504', '113 S 47', '114 HR 246', '113 HR 5111', '113 HR 4225', '113 HR 7', '114 HR 7', '113 HRES 83', '114 HR 4742', '113 HR 3205']","['113 S 47', '114 S 178', '114 HR 7', '113 HR 3530', '114 HRES 42', '113 HRES 83', '113 HR 7', '114 HRES 421', '114 HR 469', '114 HR 3134']","['114 HRES 421', '114 HRES 444', '114 HRES 809', '113 HR 7', '113 HR 3212', '114 HR 3504', '113 HRES 465', '114 HRES 42', '114 HR 7', '114 HRES 725']","['113 HRES 83', '114 HRES 42', '114 HRES 421', '113 HRES 465', '114 HRES 444', '114 HRES 38', '113 S 47', '113 HR 1864', '114 HRES 321', '114 HRES 255']","['114 HR 3504', '113 S 47', '114 HR 246', '113 HR 5111', '113 HR 3530', '114 S 178', '113 HR 4225', '113 HRES 83', '114 HRES 42', '114 HR 3457']","['114 HRES 615', '116 HR 3985', '117 S 124', '116 HR 8939', '114 HRES 331', '114 HRES 331', '117 HR 1080', '117 HR 1080', '117 HR 1080', '117 HR 1080']","['108 S 1050', '112 HR 4271', '112 HR 4982', '114 S 1553', '113 HR 11', '113 S 47', '112 S 2338', '109 HR 4', '112 HR 4970', '108 S 14']","['114 HRES 615', '114 S 219', '111 S 2915', '116 HR 3985', '114 HRES 656', '114 HRES 331', '114 HRES 331', '117 S 124', '116 HR 8939', '113 S 142']"
67,"""Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).""",https://www.politifact.com/factchecks/2016/sep/08/naral-pro-choice/naral-misleads-attack-marco-rubio-about-zika-fundi/,Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika),['114 HR 2577'],"['113 S 1086', '114 S 2873', '117 HR 5305', '113 HR 4302', '113 S 1845', '116 HR 2333', '113 S 2648', '113 HR 3080', '113 S 2244', '115 HR 6']","['115 HR 6', '114 S 2873', '113 S 649', '117 HR 5305', '117 HR 3237', '117 S 2938', '115 HR 1628', '113 HR 4302', '116 HR 3401', '116 HR 6074']","['117 HR 5305', '115 HR 6', '117 HR 3237', '115 HR 1628', '116 HR 3401', '113 S 2648', '116 S 1', '113 HR 4302', '113 S 649', '115 HR 2266']","['117 HR 5305', '113 S 2648', '114 S 2873', '113 S 1845', '115 HR 6', '113 S 1086', '116 HR 3401', '113 S 2244', '113 S 2432', '114 HR 26']","['113 S 1086', '114 S 2873', '117 HR 5305', '113 HR 4302', '113 S 1845', '116 HR 2333', '113 S 2648', '113 HR 3080', '113 S 2244', '115 HR 6']","['117 HR 5305', '115 HR 6', '116 S 311', '116 HR 3401', '116 S 4653', '113 S 1845', '113 S 2648', '117 S 5355', '117 SJRES 32', '117 HR 3237']","['116 S 311', '117 SJRES 32', '116 S 4653', '117 SJRES 41', '113 S 2648', '113 S 1926', '117 HR 3237', '113 HR 152', '115 SJRES 63', '117 SJRES 60']","['117 HR 5305', '116 HR 3401', '117 SJRES 32', '116 S 4653', '117 SJRES 41', '116 S 311', '113 HR 4302', '115 HR 6', '117 SJRES 39', '115 SJRES 63']","['117 HR 5305', '115 HR 6', '113 S 2648', '114 S 2873', '116 HR 3401', '117 SJRES 32', '116 S 4653', '117 HR 3237', '113 S 1086', '116 HR 2333']","['117 SRES 306', '117 HR 6202', '117 S 934', '116 HR 8756', '116 HR 7760', '116 HR 7760', '117 S 935', '116 S 3631', '117 S 3593', '117 HR 7573']","['111 HR 3962', '113 HR 4841', '113 HR 4841', '108 HR 3459', '108 HR 3459', '113 HR 3717', '111 HR 4872', '111 HR 3970', '113 HR 3121', '111 S 1679']","['117 SRES 306', '117 S 934', '117 HR 6202', '116 HR 8756', '117 S 935', '116 S 3631', '116 HR 7760', '116 HR 7760', '115 HR 5899', '115 HR 5899']"
68,"Says Hillary Clinton ""voted to raise taxes on workers earning as little as $41,500.""",https://www.politifact.com/factchecks/2016/aug/29/republican-party-florida/republican-party-florida-facebook-post-misses-mark/,"Hillary Clinton voted to raise taxes on workers earning as little as $41,500",['110 SCONRES 70'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['114 HRES 884', '115 HRES 477', '109 HR 4192', '109 HR 4192', '109 HR 4192', '109 HR 4192', '115 HCONRES 15', '110 HRES 466', '115 S 27', '115 HRES 488']","['108 S 1050', '113 HR 4304', '109 HR 4', '113 S 696', '112 HR 3630', '108 S 14', '113 HR 15', '113 S 2685', '113 S 744', '114 HR 2898']","['114 HRES 884', '115 HRES 477', '109 HR 4192', '109 HR 4192', '109 HR 4192', '109 HR 4192', '110 HRES 466', '115 S 27', '115 HCONRES 15', '115 HRES 488']"
69,"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.""",https://www.politifact.com/factchecks/2016/aug/26/russ-feingold/feingold-johnson-voted-five-times-tax-breaks-help-/,Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas,['114 SCONRES 11'],no_bill_found,"['115 HR 3', '115 S 89', '117 S 610', '113 S 2569', '114 HR 1295', '117 HR 1868', '114 HR 644', '113 S 2244', '114 HR 26', '117 HR 3684']",no_bill_found,"['117 HR 7108', '113 S 2569', '117 HR 6968', '113 S 744', '114 HR 644', '117 HR 1868', '114 S 1890', '116 HR 5430', '116 SJRES 37', '113 S 2262']","['113 S 2569', '117 HR 7108', '116 HR 5430', '113 S 744', '117 HR 6968', '114 HR 5985', '116 SRES 336', '114 S 1890', '114 S 534', '114 S 2012']","['113 S 744', '113 S 2569', '114 HR 644', '117 HR 3684', '114 S 2040', '113 S 2262', '117 HR 7108', '117 HR 6968', '114 S 178', '117 S 914']",no_bill_found,no_bill_found,"['113 S 2569', '115 S 89', '116 SRES 336', '117 HR 3684', '117 HR 7108', '117 S 4008', '113 HR 803', '117 HR 1868', '113 S 2578', '116 SRES 331']","['113 S 8', '112 S 1', '113 HR 230', '111 HR 5855', '112 HR 286', '112 S 7', '108 HR 3911', '108 HR 3911', '116 HR 4711', '108 HR 618']","['113 HR 1', '110 HR 7060', '113 HR 5771', '109 HR 4', '113 S 2260', '108 S 1050', '110 S 3335', '110 HR 6049', '110 S 3125', '113 S 696']","['113 S 8', '112 S 1', '113 HR 230', '111 HR 5855', '112 HR 286', '112 S 7', '108 HR 3911', '108 HR 3911', '108 HR 618', '116 HR 4711']"
